id,score,content,type,summary
Digital Markets Act (DMA) - Definition of identification service,0.705180049,"Details of the Definition of identification service in the Digital Markets Act (DMA): ""identification service"" means a type of service provided together with or in support of core platform services that enables any type of verification of the identity of end users or business users, regardless of the technology used;",rectial,"The Digital Markets Act (DMA) introduces a term called ""identification service"". This refers to any service that verifies the identity of end users or business users. It can be provided alongside or in support of main platform services. The type of technology used for this verification doesn't matter. The main point of this law is to regulate services that confirm user identities in digital markets."
General Data Protection Regulation (GDPR) - Contextual Paragraph (47),0.705169082,"Details of the Contextual Paragraph (47) in the General Data Protection Regulation (GDPR): The legitimate interests of a controller, including those of a controller to which the personal data may be disclosed, or of a third party, may provide a legal basis for processing, provided that the interests or the fundamental rights and freedoms of the data subject are not overriding, taking into consideration the reasonable expectations of data subjects based on their relationship with the controller. Such legitimate interest could exist for example where there is a relevant and appropriate relationship between the data subject and the controller in situations such as where the data subject is a client or in the service of the controller. At any rate the existence of a legitimate interest would need careful assessment including whether a data subject can reasonably expect at the time and in the context of the collection of the personal data that processing for that purpose may take place. The interests and fundamental rights of the data subject could in particular override the interest of the data controller where personal data are processed in circumstances where data subjects do not reasonably expect further processing. Given that it is for the legislator to provide by law for the legal basis for public authorities to process personal data, that legal basis should not apply to the processing by public authorities in the performance of their tasks. The processing of personal data strictly necessary for the purposes of preventing fraud also constitutes a legitimate interest of the data controller concerned. The processing of personal data for direct marketing purposes may be regarded as carried out for a legitimate interest.",recital,"The General Data Protection Regulation (GDPR) has a new rule, Contextual Paragraph (47), which allows companies to use personal data if it's in their legitimate interest and doesn't infringe on the rights and freedoms of the individual. This could apply when the individual is a customer or works for the company. However, the company must carefully assess whether the individual would reasonably expect their data to be used this way. If the data is used in a way the individual wouldn't expect, their rights could override the company's interests. Public authorities can't use this rule to justify data processing. Also, preventing fraud and direct marketing are considered legitimate interests for companies to process personal data."
Artifical Inellegence Act (AI Act) - Article 13,0.705138922,"Aritifical Intelligence Act (AI Act) Article 13 Transparency and provision of information to users:

1.High-risk AI systems shall be designed and developed in such a way to ensure that their operation is sufficiently transparent to enable users to interpret the system’s output and use it appropriately. An appropriate type and degree of transparency shall be ensured, with a view to achieving compliance with the relevant obligations of the user and of the provider set out in Chapter 3 of this Title.

2.High-risk AI systems shall be accompanied by instructions for use in an appropriate digital format or otherwise that include concise, complete, correct and clear information that is relevant, accessible and comprehensible to users.

3.The information referred to in paragraph 2 shall specify:

(a)the identity and the contact details of the provider and, where applicable, of its authorised representative;

(b)the characteristics, capabilities and limitations of performance of the high-risk AI system, including:

(i)its intended purpose;

(ii)the level of accuracy, robustness and cybersecurity referred to in Article 15 against which the high-risk AI system has been tested and validated and which can be expected, and any known and foreseeable circumstances that may have an impact on that expected level of accuracy, robustness and cybersecurity;

(iii)any known or foreseeable circumstance, related to the use of the high-risk AI system in accordance with its intended purpose or under conditions of reasonably foreseeable misuse, which may lead to risks to the health and safety or fundamental rights;

(iv)its performance as regards the persons or groups of persons on which the system is intended to be used;

(v)when appropriate, specifications for the input data, or any other relevant information in terms of the training, validation and testing data sets used, taking into account the intended purpose of the AI system.

(c)the changes to the high-risk AI system and its performance which have been pre-determined by the provider at the moment of the initial conformity assessment, if any; 

(d)the human oversight measures referred to in Article 14, including the technical measures put in place to facilitate the interpretation of the outputs of AI systems by the users;

(e)the expected lifetime of the high-risk AI system and any necessary maintenance and care measures to ensure the proper functioning of that AI system, including as regards software updates.",article,"The Artificial Intelligence Act (AI Act) requires that high-risk AI systems be designed transparently, so users can understand and use them correctly. The AI systems must come with clear and complete instructions, in a digital format, that are easy for users to understand. This information should include the provider's contact details, the AI system's capabilities and limitations, its intended purpose, its level of accuracy, any potential risks, and its performance. The instructions should also specify any pre-determined changes to the system, the measures for human oversight, and the expected lifespan of the AI system, including any necessary maintenance and updates."
California Consumer Privacy Act Regulations (CCPA) - Article 2. Notice to Consumers -  999.305 Notice at Collection of Personal Information,0.705117404,"Details of Article 2 - Notice to Consumers - § 999.305 Notice at Collection of Personal Information in the California Consumer Privacy Act Regulations (CCPA): (a) Purpose and General Principles (1) The purpose of the notice at collection is to provide consumers with timely notice, at or before the point of collection, about the categories of personal information to be collected from them and the purposes for which the personal information will be used. (2) The notice at collection shall be designed and presented in a way that is easy to read and understandable to consumers. The notice shall: a. Use plain, straightforward language and avoid technical or legal jargon. b. Use a format that draws the consumer’s attention to the notice and makes the notice readable, including on smaller screens, if applicable. c. Be available in the languages in which the business in its ordinary course provides contracts, disclaimers, sale announcements, and other information to consumers in California. d. Be reasonably accessible to consumers with disabilities. For notices provided online, the business shall follow generally recognized industry standards, such as the Web Content Accessibility Guidelines, version 2.1 of June 5, 2018, from the World Wide Web Consortium, incorporated herein by reference. In other contexts, the business shall provide information on how a consumer with a disability may access the notice in an alternative format. (3) The notice at collection shall be made readily available where consumers will encounter it at or before the point of collection of any personal information. Illustrative examples follow: a. When a business collects consumers’ personal information online, it may post a conspicuous link to the notice on the introductory page of the business’s website and on all webpages where personal information is collected. b. When a business collects personal information through a mobile application, it may provide a link to the notice on the mobile application’s download page and within the application, such as through the application’s settings menu. c. When a business collects consumers’ personal information offline, it may include the notice on printed forms that collect personal information, provide the consumer with a paper version of the notice, or post prominent signage directing consumers to where the notice can be found online. d. When a business collects personal information over the telephone or in person, it may provide the notice orally. (4) When a business collects personal information from a consumer’s mobile device for a purpose that the consumer would not reasonably expect, it shall provide a just-in-time notice containing a summary of the categories of personal information being collected and a link to the full notice at collection. For example, if the business offers a flashlight application and the application collects geolocation information, the business shall provide a just-in-time notice, such as through a pop-up window when the consumer opens the application, that contains the information required by this subsection. (5) A business shall not collect categories of personal information other than those disclosed in the notice at collection. If the business intends to collect additional categories of personal information, the business shall provide a new notice at collection. (6) If a business does not give the notice at collection to the consumer at or before the point of collection of their personal information, the business shall not collect personal information from the consumer. (b) A business shall include the following in its notice at collection: (1) A list of the categories of personal information about consumers to be collected. Each category of personal information shall be written in a manner that provides consumers a meaningful understanding of the information being collected. (2) The business or commercial purpose(s) for which the categories of personal information will be used. (3) If the business sells personal information, the link titled “Do Not Sell My Personal Information” required by section 999.315, subsection (a), or in the case of offline notices, where the webpage can be found online. (4) A link to the business’s privacy policy, or in the case of offline notices, where the privacy policy can be found online. (c) If a business collects personal information from a consumer online, the notice at collection may be given to the consumer by providing a link to the section of the business’s privacy policy that contains the information required in subsection (b). (d) A business that does not collect personal information directly from the consumer does not need to provide a notice at collection to the consumer if it does not sell the consumer’s personal information. (e) A data broker registered with the Attorney General pursuant to Civil Code section 1798.99.80 et seq. does not need to provide a notice at collection to the consumer if it has included in its registration submission a link to its online privacy policy that includes instructions on how a consumer can submit a request to opt-out. (f) A business collecting employment-related information shall comply with the provisions of section 999.305 except with regard to the following: (1) The notice at collection of employment-related information does not need to include the link or web address to the link titled “Do Not Sell My Personal Information”. (2) The notice at collection of employment-related information is not required to provide a link to the business’s privacy policy. (g) Subsection (f) shall become inoperative on January 1, 2021, unless the CCPA is amended otherwise.",article,"The California Consumer Privacy Act (CCPA) requires businesses to inform consumers about the personal information they collect and how it is used. This information must be provided at or before the point of collection. The notice must be easy to read, in plain language, accessible to those with disabilities, and available in the languages the business typically uses. It must be prominently displayed where consumers can easily find it, whether online, on a mobile app, or in physical forms. If a business collects information from a mobile device in a way the consumer might not expect, it must provide a 'just-in-time' notice. Businesses cannot collect more information than disclosed in the notice. If a business doesn't provide the notice, it cannot collect personal information. The notice must include a list of the information collected, the purpose of collection, and links to the business's privacy policy and 'Do Not Sell My Personal Information' page (if applicable)."
Artifical Inellegence Act (AI Act) - Definition of 'testing data',0.705109835,"Within the Aritifical Intelligence Act (AI Act), the Definition of ‘testing data’ means data used for providing an independent evaluation of the trained and validated AI system in order to confirm the expected performance of that system before its placing on the market or putting into service;",recital,The Artificial Intelligence Act (AI Act) introduces the term 'testing data'. This refers to the information used to independently assess the performance of an AI system that has been trained and validated. The aim of this testing is to ensure the AI system works as expected before it is launched or used in the market.
California Consumer Privacy Act Regulations (CCPA) - Article 2. Notice to Consumers -  999.308 Privacy Policy,0.704962552,"Details of Article 2. Notice to Consumers - § 999.308 Privacy Policy in the California Consumer Privacy Act Regulations (CCPA): (a) Purpose and General Principles (1) The purpose of the privacy policy is to provide consumers with a comprehensive description of a business’s online and offline practices regarding the collection, use, disclosure, and sale of personal information and of the rights of consumers regarding their personal information. (2) The privacy policy shall be designed and presented in a way that is easy to read and understandable to consumers. The policy shall: a. Use plain, straightforward language and avoid technical or legal jargon. b. Use a format that makes the policy readable, including on smaller screens, if applicable. c. Be available in the languages in which the business in its ordinary course provides contracts, disclaimers, sale announcements, and other information to consumers in California. d. Be reasonably accessible to consumers with disabilities. For notices provided online, the business shall follow generally recognized industry standards, such as the Web Content Accessibility Guidelines, version 2.1 of June 5, 2018, from the World Wide Web Consortium, incorporated herein by reference. In other contexts, the business shall provide information on how a consumer with a disability may access the policy in an alternative format. e. Be available in a format that allows a consumer to print it out as a document. (b) The privacy policy shall be posted online through a conspicuous link using the word “privacy” on the business’s website homepage or on the download or landing page of a mobile application. If the business has a California-specific description of consumers’ privacy rights on its website, then the privacy policy shall be included in that description. A business that does not operate a website shall make the privacy policy conspicuously available to consumers. A mobile application may include a link to the privacy policy in the application’s settings menu. (c) The privacy policy shall include the following information: (1) Right to Know About Personal Information Collected, Disclosed, or Sold. a. Explanation that a consumer has the right to request that the business disclose what personal information it collects, uses, discloses, and sells. b. Instructions for submitting a verifiable consumer request to know and links to an online request form or portal for making the request, if offered by the business. c. General description of the process the business will use to verify the consumer request, including any information the consumer must provide. d. Identification of the categories of personal information the business has collected about consumers in the preceding 12 months. The categories shall be described in a manner that provides consumers a meaningful understanding of the information being collected. e. Identification of the categories of sources from which the personal information is collected. f. Identification of the business or commercial purpose for collecting or selling personal information. The purpose shall be described in a manner that provides consumers a meaningful understanding of why the information is collected or sold. g. Disclosure or Sale of Personal Information. 1. Identification of the categories of personal information, if any, that the business has disclosed for a business purpose or sold to third parties in the preceding 12 months. 2. For each category of personal information identified, the categories of third parties to whom the information was disclosed or sold. 3. Statement regarding whether the business has actual knowledge that it sells the personal information of consumers under 16 years of age. (2) Right to Request Deletion of Personal Information. a. Explanation that the consumer has a right to request the deletion of their personal information collected by the business. b. Instructions for submitting a verifiable consumer request to delete and links to an online request form or portal for making the request, if offered by the business. c. General description of the process the business will use to verify the consumer request, including any information the consumer must provide. (3) Right to Opt-Out of the Sale of Personal Information. a. Explanation that the consumer has a right to opt-out of the sale of their personal information by a business. b. Statement regarding whether or not the business sells personal information. If the business sells personal information, include either the contents of the notice of right to opt-out or a link to it in accordance with section 999.306. (4) Right to Non-Discrimination for the Exercise of a Consumer’s Privacy Rights. a. Explanation that the consumer has a right not to receive discriminatory treatment by the business for the exercise of the privacy rights conferred by the CCPA. (5) Authorized Agent. a. Instructions on how an authorized agent can make a request under the CCPA on the consumer’s behalf. (6) Contact for More Information. a. A contact for questions or concerns about the business’s privacy policies and practices using a method reflecting the manner in which the business primarily interacts with the consumer. (7) Date the privacy policy was last updated. (8) If subject to the requirements set forth in section 999.317, subsection (g), the information compiled in section 999.317, subsection (g)(1), or a link to it. (9) If the business has actual knowledge that it sells the personal information of consumers under 16 years of age, a description of the processes required by sections 999.330 and 999.331.",article,"The California Consumer Privacy Act Regulations (CCPA) requires businesses to have a clear privacy policy that explains how they collect, use, and sell personal information. The policy must be easy to understand, accessible to those with disabilities, and available in the languages the business typically uses. It should be easy to find online or in the business's physical location. The policy must inform consumers of their rights to know what personal information the business has about them, to request deletion of their personal information, to opt-out of the sale of their personal information, and to not be discriminated against for exercising these rights. The policy should also provide instructions for making these requests and contact information for any questions or concerns. It must be updated regularly and should state the date of the latest update. If the business sells the personal information of consumers under 16, it must describe the specific processes required by the CCPA."
Digital Markets Act (DMA) - Article 36 Professional secrecy,0.704878569,"Details of Article 36 Professional secrecy in the Digital Markets Act (DMA): 1. The information collected pursuant to this Regulation shall be used for the purposes of this Regulation. 2. The information collected pursuant to Article 14 shall be used for the purposes of this Regulation, Regulation (EC) No 139/2004 and national merger rules. 3. The information collected pursuant to Article 15 shall be used for the purposes of this Regulation and Regulation (EU) 2016/679. 4. Without prejudice to the exchange and to the use of information provided for the purpose of use pursuant to Articles 38, 39, 41 and 43, the Commission, the competent authorities of the Member States, their officials, servants and other persons working under the supervision of those authorities and any natural or legal person, including auditors and experts appointed pursuant to Article 26(2), shall not disclose information acquired or exchanged by them pursuant to this Regulation and of the kind covered by the obligation of professional secrecy.",article,"The Digital Markets Act (DMA) Article 36 focuses on professional secrecy. It states that any information gathered under this law should only be used for the purposes outlined in the law itself. The same rule applies for information gathered under Article 14 and 15, with additional references to other specific regulations. Importantly, the law prohibits the disclosure of any information acquired under this regulation that is subject to professional secrecy. This includes the Commission, member state authorities, their employees, and any individuals or entities, like auditors and experts, working under their supervision."
Digital Markets Act (DMA) - Definition of interoperability,0.70398742,"Details of the Definition of interoperability in the Digital Markets Act (DMA): ""interoperability"" means the ability to exchange information and mutually use the information which has been exchanged through interfaces or other solutions, so that all elements of hardware or software work with other hardware and software and with users in all the ways in which they are intended to function;",rectial,"The Digital Markets Act (DMA) introduces a term called ""interoperability"". This basically means that different types of hardware and software should be able to communicate and work with each other as intended. They should be able to exchange information and use the shared information effectively. This could be through interfaces or other solutions. The goal is to ensure that all parts of a digital system can work together seamlessly."
General Data Protection Regulation (GDPR) - Definition of processing,0.70388329,"Details of the Definition of processing in the General Data Protection Regulation (GDPR): ""processing"" means any operation or set of operations which is performed on personal data or on sets of personal data, whether or not by automated means, such as collection, recording, organisation, structuring, storage, adaptation or alteration, retrieval, consultation, use, disclosure by transmission, dissemination or otherwise making available, alignment or combination, restriction, erasure or destruction;",recital,"The General Data Protection Regulation (GDPR) has a term called ""processing"". It refers to any action taken with personal data. This can include collecting, recording, organizing, storing, changing, retrieving, using, sharing, aligning or combining, restricting, deleting or destroying the data. These actions can be done manually or through automated systems."
General Data Protection Regulation (GDPR) - Article 11 Processing which does not require identification,0.703784168,"Details of Article 11 Processing which does not require identification in the General Data Protection Regulation (GDPR): 1. If the purposes for which a controller processes personal data do not or do no longer require the identification of a data subject by the controller, the controller shall not be obliged to maintain, acquire or process additional information in order to identify the data subject for the sole purpose of complying with this Regulation. 2. Where, in cases referred to in paragraph 1 of this Article, the controller is able to demonstrate that it is not in a position to identify the data subject, the controller shall inform the data subject accordingly, if possible. In such cases, Articles 15 to 20 shall not apply except where the data subject, for the purpose of exercising his or her rights under those articles, provides additional information enabling his or her identification.",article,"Article 11 of the General Data Protection Regulation (GDPR) states that if a company doesn't need to identify you for the data they're processing, they aren't required to keep, get, or process extra information just to identify you. If a company can't identify you in these cases, they should let you know if they can. However, the rights you have under Articles 15 to 20 of the GDPR won't apply unless you provide extra information that allows them to identify you."
Artifical Inellegence Act (AI Act) - Definition of 'common specifications',0.703647077,"Within the Aritifical Intelligence Act (AI Act), the Definition of ‘common specifications’ means a document, other than a standard, containing technical solutions providing a means to, comply with certain requirements and obligations established under this Regulation;",recital,"The Artificial Intelligence Act (AI Act) introduces a term called 'common specifications.' These are documents, not standards, that contain technical solutions. They are designed to help meet certain requirements and obligations set out in this law. In other words, 'common specifications' are guides to help you understand and follow the rules of the AI Act."
Artifical Inellegence Act (AI Act) - Article 61,0.702726364,"Aritifical Intelligence Act (AI Act) Article 61 Post-market monitoring by providers and post-market monitoring plan for high-risk AI systems:

1.Providers shall establish and document a post-market monitoring system in a manner that is proportionate to the nature of the artificial intelligence technologies and the risks of the high-risk AI system.

2.The post-market monitoring system shall actively and systematically collect, document and analyse relevant data provided by users or collected through other sources on the performance of high-risk AI systems throughout their lifetime, and allow the provider to evaluate the continuous compliance of AI systems with the requirements set out in Title III, Chapter 2.

3.The post-market monitoring system shall be based on a post-market monitoring plan. The post-market monitoring plan shall be part of the technical documentation referred to in Annex IV. The Commission shall adopt an implementing act laying down detailed provisions establishing a template for the post-market monitoring plan and the list of elements to be included in the plan.

4.For high-risk AI systems covered by the legal acts referred to in Annex II, where a post-market monitoring system and plan is already established under that legislation, the elements described in paragraphs 1, 2 and 3 shall be integrated into that system and plan as appropriate.

The first subparagraph shall also apply to high-risk AI systems referred to in point 5(b) of Annex III placed on the market or put into service by credit institutions regulated by Directive 2013/36/EU.",article,"The Artificial Intelligence Act (AI Act) Article 61 requires providers of high-risk AI systems to establish a post-market monitoring system. This system should collect, document, and analyze data on the performance of these AI systems throughout their lifespan. The aim is to ensure these systems continuously meet set requirements. The monitoring system will be based on a plan that is part of the technical documentation. The Commission will provide a template for this plan and a list of elements to include. If a monitoring system and plan already exist under other legislation for certain high-risk AI systems, the requirements of Article 61 should be integrated into that system and plan. This also applies to high-risk AI systems used by credit institutions regulated by Directive 2013/36/EU."
Artifical Inellegence Act (AI Act) - Overview paragraph 63,0.702713549,"Aritifical Intelligence Act (AI Act) overview paragraph (63): It is appropriate that, in order to minimise the burden on operators and avoid any possible duplication, for high-risk AI systems related to products which are covered by existing Union harmonisation legislation following the New Legislative Framework approach, the compliance of those AI systems with the requirements of this Regulation should be assessed as part of the conformity assessment already foreseen under that legislation. The applicability of the requirements of this Regulation should thus not affect the specific logic, methodology or general structure of conformity assessment under the relevant specific New Legislative Framework legislation. This approach is fully reflected in the interplay between this Regulation and the [Machinery Regulation]. While safety risks of AI systems ensuring safety functions in machinery are addressed by the requirements of this Regulation, certain specific requirements in the [Machinery Regulation] will ensure the safe integration of the AI system into the overall machinery, so as not to compromise the safety of the machinery as a whole. The [Machinery Regulation] applies the same definition of AI system as this Regulation.",recital,"The Artificial Intelligence Act (AI Act) states that high-risk AI systems related to products already covered by existing Union laws will have their compliance assessed as part of the existing conformity assessment. This means the AI Act won't change the way these assessments are currently carried out. The Act also works in conjunction with the Machinery Regulation. While the AI Act addresses safety risks of AI systems in machinery, the Machinery Regulation ensures the AI system doesn't compromise the safety of the entire machine. Both regulations use the same definition of an AI system."
Artifical Inellegence Act (AI Act) - Definition of 'safety component of a product or system',0.702669859,"Within the Aritifical Intelligence Act (AI Act), the Definition of ‘safety component of a product or system’ means a component of a product or of a system which fulfils a safety function for that product or system or the failure or malfunctioning of which endangers the health and safety of persons or property;",recital,"The Artificial Intelligence Act (AI Act) introduces the term 'safety component of a product or system'. This refers to a part of a product or system that performs a safety function. If this component fails or malfunctions, it could pose a risk to people's health and safety or cause damage to property."
California Consumer Privacy Act Regulations (CCPA) - Definition of Employment-related information,0.702398419,"Details of Definition of Employment-related information in the California Consumer Privacy Act Regulations (CCPA): “Employment-related information” means personal information that is collected by the business about a natural person for the reasons identified in Civil Code section 1798.145, subdivision (h)(1). The collection of employment-related information, including for the purpose of administering employment benefits, shall be considered a business purpose.",recital,"The California Consumer Privacy Act (CCPA) defines ""Employment-related information"" as personal details collected by a business about an individual for employment purposes, as outlined in Civil Code section 1798.145, subdivision (h)(1). This includes data gathered for managing employment benefits. The law considers the collection of such information as a business activity."
California Consumer Privacy Act Regulations (CCPA) - Definition of Notice of financial incentive,0.70195508,"Details of Definition of Notice of financial incentive in the California Consumer Privacy Act Regulations (CCPA): “Notice of financial incentive” means the notice given by a business explaining each financial incentive or price or service difference as required by Civil Code section 1798.125, subdivision (b), and specified in these regulations.",recital,"The California Consumer Privacy Act Regulations (CCPA) introduces a ""Notice of Financial Incentive"". This is a notice that businesses need to provide, explaining any financial incentives or differences in price or service. This requirement is based on the Civil Code section 1798.125, subdivision (b), and is further detailed in these regulations. The purpose is to make it clear to consumers if their data is being used in exchange for financial benefits or changes in service."
Artifical Inellegence Act (AI Act) - Definition of 'CE marking of conformity',0.700662851,"Within the Aritifical Intelligence Act (AI Act), the Definition of ‘CE marking of conformity’ (CE marking) means a marking by which a provider indicates that an AI system is in conformity with the requirements set out in Title III, Chapter 2 of this Regulation and other applicable Union legislation harmonising the conditions for the marketing of products (‘Union harmonisation legislation’) providing for its affixing;",recital,"The Artificial Intelligence Act (AI Act) introduces a new concept called the 'CE marking of conformity' or CE marking. This is a mark given by a provider to show that an AI system meets specific requirements outlined in the AI Act and other relevant European Union laws. These laws aim to standardize the conditions for selling products. So, if an AI system has a CE marking, it means it has met these standards and can be legally sold within the EU."
Artifical Inellegence Act (AI Act) - Definition of 'post-market monitoring',0.700554192,"Within the Aritifical Intelligence Act (AI Act), the Definition of ‘post-market monitoring’ means all activities carried out by providers of AI systems to proactively collect and review experience gained from the use of AI systems they place on the market or put into service for the purpose of identifying any need to immediately apply any necessary corrective or preventive actions;",recital,The Artificial Intelligence Act (AI Act) introduces the concept of 'post-market monitoring'. This means that companies who provide AI systems are required to actively gather and review data from the usage of their AI systems in the market. The purpose of this is to quickly identify if there are any issues or problems that need immediate correction or prevention. This ensures that AI systems are continuously checked and improved after they have been launched in the market.
California Consumer Privacy Act Regulations (CCPA) - Definition of Request to know,0.700292289,"Details of Definition of Request to know in the California Consumer Privacy Act Regulations (CCPA): “Request to know” means a consumer request that a business disclose personal information that it has collected about the consumer pursuant to Civil Code sections 1798.100, 1798.110, or 1798.115. It includes a request for any or all of the following: (1) Specific pieces of personal information that a business has collected about the consumer; (2) Categories of personal information it has collected about the consumer; (3) Categories of sources from which the personal information is collected; (4) Categories of personal information that the business sold or disclosed for a business purpose about the consumer; (5) Categories of third parties to whom the personal information was sold or disclosed for a business purpose; and (6) The business or commercial purpose for collecting or selling personal information.",recital,"The California Consumer Privacy Act Regulations (CCPA) introduces a ""Request to know"". This allows consumers to ask businesses to disclose any personal information they've collected about them. This request can include specific details collected, the categories of information collected, where the information came from, any information sold or disclosed for business purposes, who this information was sold or disclosed to, and why the business collected or sold the information."
Digital Services Act (DSA) - Definition of 'content moderation',0.699997067,"Definition of 'content moderation' in the Digital Services Act (DSA): the activities, whether automated or not, undertaken by providers of intermediary services, that are aimed, in particular, at detecting, identifying and addressing illegal content or information incompatible with their terms and conditions, provided by recipients of the service, including measures taken that affect the availability, visibility, and accessibility of that illegal content or that information, such as demotion, demonetisation, disabling of access to, or removal thereof, or that affect the ability of the recipients of the service to provide that information, such as the termination or suspension of a recipient's account.",recital,"The Digital Services Act (DSA) defines 'content moderation' as the actions taken by online service providers to find and manage illegal content or information that doesn't follow their rules. This can include using automated systems or manual checks. The actions they might take can include making the content less visible, removing the ability to make money from it, blocking access to it, or removing it completely. They can also suspend or terminate the account of the person who posted the information."
Artifical Inellegence Act (AI Act) - Context Section 5.2.1,0.699511886,"Aritifical Intelligence Act (AI Act) context section 5.2.1.SCOPE AND DEFINITIONS (TITLE I): 

Title I defines the subject matter of the regulation and the scope of application of the new rules that cover the placing on the market, putting into service and use of AI systems. It also sets out the definitions used throughout the instrument. The definition of AI system in the legal framework aims to be as technology neutral and future proof as possible, taking into account the fast technological and market developments related to AI. In order to provide the needed legal certainty, Title I is complemented by Annex I, which contains a detailed list of approaches and techniques for the development of AI to be adapted by the Commission in line with new technological developments. Key participants across the AI value chain are also clearly defined such as providers and users of AI systems that cover both public and private operators to ensure a level playing field.5.2.1.SCOPE AND DEFINITIONS (TITLE I):

Title I defines the subject matter of the regulation and the scope of application of the new rules that cover the placing on the market, putting into service and use of AI systems. It also sets out the definitions used throughout the instrument. The definition of AI system in the legal framework aims to be as technology neutral and future proof as possible, taking into account the fast technological and market developments related to AI. In order to provide the needed legal certainty, Title I is complemented by Annex I, which contains a detailed list of approaches and techniques for the development of AI to be adapted by the Commission in line with new technological developments. Key participants across the AI value chain are also clearly defined such as providers and users of AI systems that cover both public and private operators to ensure a level playing field.",recital,"The Artificial Intelligence Act (AI Act) outlines rules for the creation, distribution, and use of AI systems. It aims to remain relevant regardless of future technological advancements in AI. The law includes a comprehensive list of AI development methods, which will be updated as technology evolves. The law also clearly defines the roles of all involved in the AI process, including both public and private entities, to ensure fair competition."
California Consumer Privacy Act Regulations (CCPA) - Definition of Notice at collection,0.698459685,"Details of Definition of Notice at collection in the California Consumer Privacy Act Regulations (CCPA): “Notice at collection” means the notice given by a business to a consumer at or before the point at which a business collects personal information from the consumer as required by Civil Code section 1798.100, subdivision (b), and specified in these regulations.",recital,"The California Consumer Privacy Act Regulations (CCPA) introduces a ""Notice at collection"" rule. This rule requires businesses to inform consumers when they are about to gather their personal information. The notice must be given at or before the time the information is collected. This is to ensure that consumers are aware of what data is being collected about them and why."
California Consumer Privacy Act Regulations (CCPA) - Definition of Request to delete,0.696105897,"Details of Definition of Request to delete in the California Consumer Privacy Act Regulations (CCPA): “Request to delete” means a consumer request that a business delete personal information about the consumer that the business has collected from the consumer, pursuant to Civil Code section 1798.105.",recital,"The California Consumer Privacy Act (CCPA) includes a provision called ""Request to delete"". This allows you to ask a company to erase any personal information they've collected about you. This request must be made by you, the consumer, and the company is legally obliged to comply under the CCPA."
Artifical Inellegence Act (AI Act) - Definition of 'instructions for use',0.695862532,"Within the Aritifical Intelligence Act (AI Act), the Definition of ‘instructions for use’ means the information provided by the provider to inform the user of in particular an AI system’s intended purpose and proper use, inclusive of the specific geographical, behavioural or functional setting within which the high-risk AI system is intended to be used;",recital,"The Artificial Intelligence Act (AI Act) includes a term called 'instructions for use'. This refers to the information given by the AI provider to help users understand the intended purpose and correct use of the AI system. It also includes details about where (geographical), how (behavioral), and in what conditions (functional setting) the high-risk AI system is meant to be used."
Artifical Inellegence Act (AI Act) - Definition of 'intended purpose',0.693805,"Within the Aritifical Intelligence Act (AI Act), the Definition of ‘intended purpose’ means the use for which an AI system is intended by the provider, including the specific context and conditions of use, as specified in the information supplied by the provider in the instructions for use, promotional or sales materials and statements, as well as in the technical documentation;",recital,"The Artificial Intelligence Act (AI Act) introduces the term 'intended purpose'. This refers to the specific use or application an AI system is designed for by its provider. This includes how it's supposed to be used, in what context, and under what conditions. This information is usually provided by the AI system's provider in the user instructions, promotional materials, sales documents, and technical documentation."
id,0.0,,,
